age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
47,blue-collar,married,primary,no,502,yes,no,unknown,14,28,2,-1,0,unknown,no
53,management,married,tertiary,no,9072,no,no,cellular,18,117,2,-1,0,unknown,no
31,unemployed,married,tertiary,no,232,yes,no,cellular,13,53,3,-1,0,unknown,no
47,admin.,married,secondary,no,3386,no,yes,cellular,10,360,17,-1,0,unknown,no
56,retired,married,tertiary,no,142,no,yes,cellular,14,329,5,-1,0,unknown,no
32,management,married,tertiary,no,3107,yes,yes,cellular,18,165,2,116,1,failure,no
27,services,single,secondary,no,3354,yes,no,cellular,14,493,5,-1,0,unknown,no
56,management,married,tertiary,no,1390,yes,no,cellular,18,543,1,-1,0,unknown,yes
55,blue-collar,married,primary,no,7303,yes,no,cellular,7,166,3,-1,0,unknown,no
44,services,divorced,secondary,no,496,yes,yes,unknown,29,54,15,-1,0,unknown,no
49,management,married,secondary,no,6758,yes,yes,unknown,27,67,3,-1,0,unknown,no
42,admin.,married,secondary,no,529,yes,yes,cellular,19,193,3,-1,0,unknown,no
54,housemaid,married,primary,no,8,no,yes,telephone,8,116,2,-1,0,unknown,no
32,technician,divorced,tertiary,no,3628,no,no,cellular,18,130,2,-1,0,unknown,no
55,technician,married,secondary,no,264,yes,yes,cellular,31,1150,5,-1,0,unknown,yes
35,management,married,secondary,no,291,yes,no,unknown,26,327,1,-1,0,unknown,no
37,management,single,secondary,no,24,yes,yes,cellular,11,232,4,-1,0,unknown,no
45,technician,divorced,secondary,no,0,yes,no,unknown,27,165,2,-1,0,unknown,no
53,technician,married,primary,no,44,no,no,unknown,6,256,1,-1,0,unknown,no
44,technician,single,secondary,no,59,yes,no,cellular,18,9,4,341,19,failure,no
55,blue-collar,married,secondary,no,1218,no,no,cellular,20,107,2,-1,0,unknown,no
45,unemployed,divorced,secondary,no,728,yes,yes,cellular,6,156,2,169,1,failure,no
59,unemployed,divorced,secondary,no,2026,no,no,cellular,14,185,3,73,1,failure,no
25,blue-collar,single,primary,no,155,yes,no,unknown,30,85,4,-1,0,unknown,no
40,management,married,tertiary,no,710,yes,no,cellular,5,266,1,298,2,failure,no
39,unemployed,divorced,secondary,no,193,yes,no,unknown,15,73,1,-1,0,unknown,no
49,blue-collar,married,primary,no,-157,yes,no,cellular,7,491,3,-1,0,unknown,yes
47,technician,married,secondary,no,-107,no,no,cellular,8,236,2,-1,0,unknown,no
57,blue-collar,married,primary,no,0,no,no,cellular,12,120,3,-1,0,unknown,no
32,admin.,married,secondary,no,305,yes,no,unknown,30,200,3,-1,0,unknown,no
33,admin.,married,secondary,no,347,yes,no,cellular,9,7,7,193,13,failure,no
41,services,married,primary,no,373,yes,no,unknown,30,240,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,1678,yes,no,unknown,18,187,1,154,1,failure,no
29,management,single,tertiary,no,1218,no,no,cellular,30,258,2,-1,0,unknown,no
82,retired,married,secondary,no,276,no,no,telephone,17,199,1,-1,0,unknown,yes
28,blue-collar,single,secondary,yes,0,yes,no,unknown,4,237,1,-1,0,unknown,no
44,unemployed,single,primary,yes,-4,no,yes,cellular,30,788,2,-1,0,unknown,yes
38,blue-collar,married,secondary,no,292,yes,yes,unknown,6,84,2,-1,0,unknown,no
36,technician,married,tertiary,no,491,yes,no,unknown,8,103,3,-1,0,unknown,no
28,admin.,single,secondary,no,392,yes,yes,cellular,4,214,2,259,2,failure,no
46,technician,married,secondary,yes,289,no,no,unknown,7,51,3,-1,0,unknown,no
32,blue-collar,married,primary,no,1518,yes,no,telephone,6,35,3,-1,0,unknown,no
41,admin.,single,secondary,no,1020,yes,no,unknown,19,882,1,-1,0,unknown,yes
30,management,married,tertiary,no,2960,no,no,cellular,11,370,4,-1,0,unknown,no
31,technician,single,secondary,no,138,no,no,cellular,26,91,1,285,2,other,yes
33,blue-collar,married,secondary,no,93,no,no,telephone,9,211,5,-1,0,unknown,no
39,blue-collar,divorced,primary,yes,-294,yes,no,unknown,5,181,2,-1,0,unknown,no
54,technician,divorced,secondary,no,2749,yes,no,cellular,3,341,2,-1,0,unknown,no
52,services,married,secondary,no,0,yes,no,unknown,20,363,5,-1,0,unknown,no
56,management,married,tertiary,no,96,yes,yes,cellular,19,173,11,-1,0,unknown,no
59,retired,married,primary,no,0,no,no,cellular,22,347,1,-1,0,unknown,no
30,management,married,tertiary,no,1942,yes,yes,cellular,21,436,2,178,3,other,yes
45,admin.,married,secondary,no,-547,yes,no,unknown,3,214,2,-1,0,unknown,no
33,admin.,single,secondary,yes,-266,no,yes,cellular,20,459,1,-1,0,unknown,no
63,housemaid,married,primary,no,91,no,no,telephone,26,128,3,-1,0,unknown,yes
46,blue-collar,married,primary,no,1085,yes,yes,cellular,15,523,2,353,58,other,yes
60,retired,divorced,secondary,no,1,no,no,cellular,19,302,1,184,1,success,yes
36,blue-collar,married,secondary,no,63,yes,no,unknown,2,56,8,-1,0,unknown,no
36,management,single,tertiary,no,26,no,no,cellular,29,370,4,-1,0,unknown,no
50,blue-collar,married,primary,no,89,yes,no,unknown,9,210,3,-1,0,unknown,no
46,technician,married,secondary,no,349,yes,yes,unknown,5,127,1,-1,0,unknown,no
45,services,married,primary,no,137,yes,no,unknown,9,274,2,-1,0,unknown,no
37,blue-collar,married,unknown,no,603,yes,no,unknown,23,773,2,-1,0,unknown,no
37,services,single,tertiary,no,1189,no,no,cellular,13,323,9,199,4,other,yes
31,management,single,tertiary,no,12857,yes,no,cellular,6,158,1,92,1,success,yes
46,services,married,tertiary,no,2520,yes,no,cellular,19,144,1,-1,0,unknown,no
35,technician,divorced,secondary,yes,362,no,no,cellular,29,329,2,240,8,other,no
58,blue-collar,married,primary,no,73,no,no,unknown,17,116,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,16178,yes,no,cellular,21,297,1,-1,0,unknown,no
46,management,divorced,tertiary,no,3,yes,yes,cellular,5,328,1,-1,0,unknown,no
33,services,married,secondary,no,4789,yes,yes,cellular,11,220,1,339,4,failure,no
37,blue-collar,married,secondary,no,-141,yes,yes,unknown,29,76,3,-1,0,unknown,no
34,self-employed,single,tertiary,no,462,no,no,cellular,21,1877,3,-1,0,unknown,yes
48,blue-collar,married,primary,no,490,yes,no,unknown,19,622,2,-1,0,unknown,no
40,management,married,tertiary,no,143,no,no,cellular,13,832,6,-1,0,unknown,no
46,blue-collar,married,secondary,no,853,no,no,cellular,11,1187,3,-1,0,unknown,no
29,technician,single,tertiary,no,-229,yes,no,cellular,21,416,4,-1,0,unknown,no
41,management,divorced,tertiary,yes,-68,yes,yes,cellular,25,463,22,-1,0,unknown,no
34,blue-collar,divorced,secondary,no,1125,yes,yes,cellular,19,141,2,-1,0,unknown,no
46,management,married,tertiary,no,1103,yes,no,cellular,13,185,2,278,3,failure,no
35,technician,single,secondary,no,1183,yes,no,cellular,21,21,3,185,2,failure,no
27,admin.,married,secondary,no,1293,yes,no,cellular,8,1665,3,-1,0,unknown,yes
33,services,married,secondary,no,1082,yes,yes,cellular,19,351,1,-1,0,unknown,no
42,blue-collar,married,primary,no,-336,yes,no,telephone,15,12,6,-1,0,unknown,no
39,blue-collar,married,secondary,no,747,yes,yes,cellular,19,209,2,180,1,other,no
37,entrepreneur,married,tertiary,no,1284,yes,no,cellular,29,246,2,-1,0,unknown,no
32,services,married,secondary,no,2578,no,no,cellular,29,86,3,-1,0,unknown,no
28,management,single,tertiary,no,0,yes,no,unknown,27,290,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,1840,yes,no,cellular,18,312,3,-1,0,unknown,no
36,management,single,tertiary,no,7606,yes,no,unknown,30,917,1,-1,0,unknown,yes
51,admin.,married,secondary,no,73,no,no,cellular,21,195,1,-1,0,unknown,no
55,blue-collar,married,secondary,no,12401,no,no,telephone,5,111,9,511,4,other,no
69,retired,divorced,secondary,no,344,no,no,cellular,4,55,2,-1,0,unknown,no
30,admin.,married,secondary,no,4,no,no,unknown,7,172,8,-1,0,unknown,no
38,services,married,secondary,no,309,no,no,unknown,12,160,2,-1,0,unknown,no
33,technician,married,secondary,no,133,no,no,cellular,12,627,2,192,1,success,yes
49,technician,married,secondary,no,3410,no,no,unknown,4,130,1,-1,0,unknown,no
29,blue-collar,single,primary,no,231,yes,no,unknown,28,122,1,-1,0,unknown,no
58,entrepreneur,married,secondary,no,318,yes,no,cellular,17,430,1,-1,0,unknown,no
70,retired,divorced,secondary,no,6850,no,no,telephone,5,252,3,183,1,failure,no
54,self-employed,married,tertiary,no,542,no,no,telephone,6,48,5,-1,0,unknown,no
45,services,married,secondary,no,-1036,yes,no,unknown,9,65,17,-1,0,unknown,no
51,blue-collar,married,primary,no,48,no,yes,unknown,17,130,1,-1,0,unknown,no
59,management,divorced,tertiary,no,14,no,yes,cellular,28,114,2,-1,0,unknown,no
30,technician,married,secondary,no,2371,yes,yes,cellular,25,237,5,-1,0,unknown,no
53,self-employed,married,tertiary,no,2580,yes,no,cellular,19,138,5,-1,0,unknown,no
40,technician,married,secondary,no,170,no,no,cellular,28,12,24,-1,0,unknown,no
30,blue-collar,married,secondary,no,578,yes,yes,unknown,4,48,1,-1,0,unknown,no
40,blue-collar,married,primary,no,-476,yes,no,unknown,30,105,2,-1,0,unknown,no
35,blue-collar,divorced,primary,no,4401,yes,no,cellular,6,316,2,279,4,failure,no
30,management,single,tertiary,no,370,no,no,cellular,22,64,2,-1,0,unknown,no
25,unemployed,married,secondary,no,157,yes,no,cellular,28,33,31,-1,0,unknown,no
42,self-employed,married,secondary,no,105,no,no,cellular,27,85,4,-1,0,unknown,no
46,retired,married,secondary,no,23,yes,yes,cellular,7,122,2,-1,0,unknown,no
50,blue-collar,married,primary,no,226,yes,no,cellular,15,98,1,330,5,failure,no
36,blue-collar,married,primary,no,453,yes,no,cellular,16,176,1,330,2,failure,no
26,admin.,single,secondary,no,160,no,yes,cellular,4,172,2,-1,0,unknown,no
34,services,single,secondary,no,3080,no,no,cellular,29,27,1,-1,0,unknown,no
33,management,single,tertiary,no,0,no,no,cellular,26,60,2,-1,0,unknown,no
39,services,single,secondary,no,-244,yes,no,unknown,8,152,2,-1,0,unknown,no
46,management,married,tertiary,no,1720,no,no,cellular,5,250,2,-1,0,unknown,no
26,management,single,tertiary,no,828,yes,no,cellular,30,141,1,-1,0,unknown,no
34,housemaid,married,secondary,no,1969,no,no,cellular,7,252,4,-1,0,unknown,no
22,services,single,secondary,no,344,yes,no,cellular,18,347,1,-1,0,unknown,yes
38,admin.,married,tertiary,no,1988,no,no,cellular,27,164,2,130,2,failure,yes
32,blue-collar,married,secondary,no,222,yes,no,cellular,11,298,2,-1,0,unknown,no
30,admin.,single,secondary,no,3068,yes,no,cellular,18,227,2,-1,0,unknown,no
31,management,single,tertiary,no,596,no,no,cellular,17,184,6,196,2,failure,no
28,management,single,tertiary,no,6551,no,no,cellular,23,203,1,-1,0,unknown,yes
30,services,married,secondary,no,0,yes,yes,unknown,3,185,1,-1,0,unknown,no
52,blue-collar,married,primary,no,0,no,no,cellular,11,179,4,-1,0,unknown,no
36,blue-collar,single,primary,no,109,yes,no,telephone,12,200,2,370,2,failure,no
34,blue-collar,married,secondary,no,393,yes,no,cellular,5,11,9,-1,0,unknown,no
48,blue-collar,married,secondary,no,1405,yes,no,unknown,14,629,2,-1,0,unknown,yes
33,admin.,single,secondary,no,375,yes,no,cellular,17,151,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,167,no,yes,cellular,25,288,1,96,2,success,yes
54,admin.,divorced,unknown,no,0,no,no,cellular,14,191,3,-1,0,unknown,no
26,blue-collar,single,secondary,no,381,yes,no,unknown,26,504,2,-1,0,unknown,no
57,entrepreneur,married,unknown,no,657,no,no,unknown,12,344,1,-1,0,unknown,no
33,management,single,tertiary,no,-67,yes,no,unknown,5,364,1,-1,0,unknown,no
30,services,married,secondary,no,1801,yes,no,unknown,8,807,2,-1,0,unknown,no
39,management,married,tertiary,no,285,yes,no,cellular,15,838,3,-1,0,unknown,yes
47,technician,married,tertiary,no,2155,no,no,unknown,20,178,3,-1,0,unknown,no
25,services,single,secondary,no,3217,yes,no,unknown,28,24,1,-1,0,unknown,no
45,management,married,tertiary,no,54,yes,no,telephone,13,107,3,-1,0,unknown,no
55,management,divorced,tertiary,no,9756,yes,no,cellular,5,103,2,95,1,other,yes
43,housemaid,married,primary,no,1342,yes,yes,unknown,9,46,2,-1,0,unknown,no
49,management,married,tertiary,no,0,no,no,cellular,6,44,2,-1,0,unknown,no
52,blue-collar,single,secondary,no,1541,yes,no,unknown,14,243,1,-1,0,unknown,no
50,blue-collar,married,secondary,no,3988,no,no,unknown,30,165,4,-1,0,unknown,no
35,blue-collar,married,secondary,no,98,yes,no,unknown,2,136,1,-1,0,unknown,no
40,management,married,tertiary,no,592,yes,no,telephone,15,15,11,-1,0,unknown,no
41,admin.,divorced,secondary,no,270,yes,no,cellular,6,143,1,336,1,failure,no
30,technician,married,secondary,no,384,no,no,cellular,25,73,3,-1,0,unknown,no
33,admin.,single,secondary,no,892,yes,no,unknown,21,151,1,-1,0,unknown,no
32,management,married,tertiary,no,905,no,no,cellular,12,666,4,-1,0,unknown,yes
27,services,married,secondary,no,0,yes,no,cellular,17,991,5,-1,0,unknown,yes
51,unemployed,married,secondary,no,-267,no,yes,unknown,19,208,2,-1,0,unknown,no
38,management,single,tertiary,no,0,yes,no,cellular,17,213,2,-1,0,unknown,no
24,student,single,secondary,no,493,yes,no,cellular,13,85,4,358,1,other,no
40,blue-collar,married,primary,no,0,yes,no,unknown,5,463,1,-1,0,unknown,no
24,admin.,single,secondary,no,-98,yes,no,cellular,16,229,1,-1,0,unknown,no
55,blue-collar,married,secondary,no,3917,yes,no,cellular,18,565,1,-1,0,unknown,yes
33,management,single,tertiary,no,952,yes,no,cellular,29,1241,5,-1,0,unknown,yes
49,entrepreneur,married,secondary,no,1160,yes,no,unknown,14,153,1,-1,0,unknown,no
33,blue-collar,married,primary,no,-306,yes,yes,unknown,13,851,4,-1,0,unknown,no
27,technician,married,secondary,no,58,yes,no,unknown,28,82,1,-1,0,unknown,no
47,unemployed,married,secondary,no,0,no,no,unknown,19,284,1,-1,0,unknown,no
32,technician,married,secondary,no,696,yes,no,unknown,2,815,1,-1,0,unknown,yes
74,retired,married,secondary,no,935,no,no,cellular,25,400,1,173,3,success,yes
46,management,married,tertiary,no,0,no,no,cellular,19,328,1,-1,0,unknown,no
37,admin.,divorced,tertiary,no,43,yes,no,cellular,20,328,2,264,2,failure,no
61,self-employed,divorced,tertiary,no,6,yes,no,cellular,14,133,2,-1,0,unknown,yes
33,entrepreneur,single,tertiary,no,75,yes,no,cellular,14,126,3,-1,0,unknown,no
50,management,married,tertiary,no,3284,yes,no,unknown,9,51,3,-1,0,unknown,no
33,blue-collar,married,primary,no,2456,yes,no,cellular,21,552,3,127,1,failure,no
37,services,married,secondary,no,1498,yes,no,cellular,20,107,1,-1,0,unknown,no
31,management,married,secondary,no,678,yes,no,cellular,29,249,1,259,4,failure,no
30,management,married,tertiary,no,126,yes,yes,cellular,23,75,10,-1,0,unknown,no
32,blue-collar,married,secondary,no,736,yes,no,unknown,23,700,3,-1,0,unknown,no
42,technician,single,unknown,no,2193,no,no,cellular,29,305,2,-1,0,unknown,no
50,self-employed,single,secondary,no,0,yes,no,telephone,19,590,2,-1,0,unknown,no
29,management,married,tertiary,no,205,no,no,cellular,4,787,1,-1,0,unknown,yes
54,blue-collar,married,secondary,no,2059,yes,no,cellular,25,177,4,-1,0,unknown,no
31,services,single,secondary,no,2251,yes,yes,cellular,17,134,1,-1,0,unknown,no
33,management,divorced,secondary,no,5,yes,no,unknown,13,1346,1,-1,0,unknown,yes
41,blue-collar,single,unknown,no,961,yes,no,unknown,29,117,1,-1,0,unknown,no
42,self-employed,married,secondary,no,106,yes,no,unknown,8,515,3,-1,0,unknown,no
22,student,single,secondary,no,381,no,no,cellular,12,227,1,-1,0,unknown,yes
32,services,single,secondary,no,124,yes,no,cellular,6,202,3,9,5,other,no
34,technician,single,secondary,no,3311,no,no,cellular,1,197,2,-1,0,unknown,no
42,entrepreneur,married,unknown,no,206,yes,no,cellular,30,695,2,-1,0,unknown,yes
53,retired,married,secondary,no,665,yes,no,cellular,22,371,2,-1,0,unknown,yes
42,blue-collar,married,primary,no,-25,yes,no,unknown,12,62,2,-1,0,unknown,no
37,blue-collar,single,secondary,no,2032,yes,no,unknown,21,158,2,-1,0,unknown,no
36,services,married,secondary,no,11462,yes,no,cellular,20,993,1,-1,0,unknown,yes
37,management,single,tertiary,no,-70,no,yes,cellular,29,147,2,-1,0,unknown,no
37,technician,married,secondary,no,95,no,no,cellular,6,454,3,-1,0,unknown,no
57,blue-collar,married,primary,no,23,yes,no,telephone,31,25,8,-1,0,unknown,no
29,management,married,tertiary,no,4050,yes,no,unknown,28,166,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,944,no,no,cellular,13,231,2,362,1,other,no
35,self-employed,married,tertiary,no,247,yes,no,unknown,12,167,2,-1,0,unknown,no
30,services,divorced,secondary,no,1336,yes,no,cellular,18,13,3,355,5,failure,no
59,retired,married,tertiary,no,422,yes,no,cellular,14,647,4,-1,0,unknown,yes
28,blue-collar,married,secondary,no,1331,yes,yes,unknown,19,267,2,-1,0,unknown,no
24,admin.,single,secondary,no,1295,no,no,cellular,22,355,2,92,1,success,yes
31,services,married,secondary,no,25,yes,yes,unknown,5,172,1,-1,0,unknown,no
47,management,divorced,tertiary,no,0,no,yes,cellular,20,18,6,-1,0,unknown,no
35,admin.,single,secondary,no,111,yes,no,cellular,29,55,1,195,3,failure,no
33,blue-collar,single,secondary,no,2945,no,no,cellular,20,91,1,-1,0,unknown,no
48,management,married,secondary,no,438,no,no,cellular,4,42,5,-1,0,unknown,no
40,blue-collar,married,primary,no,104,yes,no,cellular,13,277,2,343,2,failure,no
31,management,married,secondary,no,0,no,no,cellular,11,720,1,-1,0,unknown,yes
48,blue-collar,married,secondary,no,1000,yes,no,unknown,12,1268,2,-1,0,unknown,yes
26,student,single,secondary,no,47,yes,no,cellular,6,273,4,-1,0,unknown,no
59,management,married,tertiary,no,1069,no,no,cellular,29,85,2,-1,0,unknown,no
33,technician,single,tertiary,no,288,yes,yes,unknown,3,343,2,-1,0,unknown,no
36,self-employed,single,tertiary,no,1240,no,no,cellular,31,812,3,-1,0,unknown,yes
31,management,single,tertiary,no,1858,no,no,cellular,12,453,3,-1,0,unknown,yes
47,admin.,single,secondary,no,1305,no,no,cellular,29,172,2,-1,0,unknown,no
60,management,divorced,secondary,no,773,yes,yes,unknown,16,597,22,-1,0,unknown,no
32,services,married,secondary,no,3268,no,no,cellular,15,147,1,-1,0,unknown,no
55,blue-collar,married,primary,no,761,no,no,unknown,18,67,1,-1,0,unknown,no
39,technician,married,secondary,no,4741,yes,no,cellular,13,166,1,338,10,failure,no
61,retired,married,primary,no,421,no,no,cellular,10,112,2,-1,0,unknown,no
55,admin.,married,secondary,no,128,no,no,cellular,20,359,2,-1,0,unknown,no
42,unemployed,married,secondary,no,8131,yes,no,cellular,21,173,4,175,1,failure,no
33,entrepreneur,married,secondary,no,0,yes,yes,unknown,8,982,1,-1,0,unknown,no
29,management,married,tertiary,no,1441,yes,no,cellular,4,80,2,-1,0,unknown,yes
24,management,married,unknown,no,448,no,no,cellular,14,324,1,-1,0,unknown,yes
25,blue-collar,single,secondary,no,1857,yes,no,cellular,13,195,2,91,10,success,yes
30,management,single,tertiary,no,156,yes,no,unknown,9,174,9,-1,0,unknown,no
78,retired,divorced,primary,no,4917,no,no,cellular,29,195,2,-1,0,unknown,no
37,management,single,tertiary,no,3141,no,no,cellular,4,384,2,-1,0,unknown,yes
37,technician,single,secondary,no,4,no,no,cellular,11,933,1,-1,0,unknown,yes
30,blue-collar,divorced,secondary,yes,457,yes,no,unknown,20,115,20,-1,0,unknown,no
28,blue-collar,married,secondary,no,61,yes,no,cellular,21,744,1,109,3,success,yes
42,technician,married,tertiary,no,757,no,no,cellular,10,154,1,-1,0,unknown,yes
30,admin.,divorced,secondary,no,419,no,no,cellular,3,72,2,-1,0,unknown,no
55,housemaid,married,secondary,no,5,no,no,cellular,11,269,2,-1,0,unknown,no
26,entrepreneur,single,tertiary,no,725,no,no,cellular,5,1916,2,189,29,other,yes
50,admin.,divorced,secondary,yes,2405,yes,no,cellular,6,114,1,287,8,failure,no
25,student,single,secondary,no,358,no,no,cellular,16,330,1,-1,0,unknown,yes
42,blue-collar,married,primary,no,1742,yes,no,unknown,15,420,2,-1,0,unknown,no
25,services,single,secondary,no,594,no,no,cellular,4,89,2,-1,0,unknown,yes
30,housemaid,single,tertiary,no,3362,no,no,cellular,12,101,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,210,yes,no,cellular,13,308,3,364,1,other,no
52,blue-collar,divorced,primary,no,528,no,no,cellular,4,307,1,-1,0,unknown,no
54,housemaid,married,primary,no,284,no,no,telephone,13,127,4,-1,0,unknown,no
30,management,single,tertiary,no,11278,no,no,cellular,4,256,3,-1,0,unknown,no
46,technician,married,tertiary,no,0,yes,no,cellular,28,58,1,-1,0,unknown,no
25,management,single,tertiary,no,4578,no,no,cellular,2,100,1,-1,0,unknown,no
44,admin.,married,secondary,no,238,yes,yes,unknown,2,306,4,-1,0,unknown,no
31,management,single,tertiary,no,1441,no,no,cellular,17,156,1,-1,0,unknown,no
35,admin.,single,secondary,no,57,yes,no,cellular,18,173,1,-1,0,unknown,no
47,entrepreneur,married,secondary,no,404,no,no,telephone,31,125,7,-1,0,unknown,no
37,management,divorced,tertiary,yes,-1,yes,yes,cellular,7,101,1,349,1,failure,no
52,technician,married,secondary,no,5303,yes,no,unknown,19,133,1,-1,0,unknown,yes
40,management,single,tertiary,no,269,yes,no,cellular,15,11,8,-1,0,unknown,no
32,services,married,secondary,yes,-220,yes,yes,cellular,25,123,2,-1,0,unknown,no
67,retired,married,primary,no,4416,no,no,cellular,29,245,3,-1,0,unknown,yes
34,admin.,single,secondary,no,0,yes,no,cellular,17,214,1,174,2,failure,no
41,blue-collar,married,unknown,no,2113,yes,no,telephone,9,20,5,-1,0,unknown,no
36,blue-collar,married,secondary,no,21,yes,no,unknown,28,89,1,-1,0,unknown,no
35,self-employed,married,secondary,no,0,no,no,cellular,12,64,2,-1,0,unknown,no
38,admin.,married,secondary,no,47,yes,no,cellular,4,288,5,-1,0,unknown,yes
67,management,married,secondary,no,3240,no,no,cellular,20,129,1,-1,0,unknown,no
25,student,single,secondary,no,469,no,no,cellular,21,273,1,86,1,other,yes
42,technician,married,secondary,no,2152,no,no,cellular,1,161,1,92,6,failure,no
57,retired,married,tertiary,no,29,no,no,telephone,10,532,2,-1,0,unknown,no
32,blue-collar,married,primary,no,902,yes,no,unknown,27,106,2,-1,0,unknown,no
33,self-employed,married,tertiary,no,1249,yes,no,cellular,11,261,2,-1,0,unknown,no
51,retired,married,secondary,no,2127,yes,no,unknown,5,172,1,-1,0,unknown,no
30,self-employed,single,unknown,no,-142,yes,no,cellular,18,144,1,-1,0,unknown,no
37,technician,married,secondary,no,827,yes,yes,cellular,26,85,16,-1,0,unknown,no
58,retired,married,primary,no,91,no,yes,cellular,16,204,2,-1,0,unknown,no
23,blue-collar,single,unknown,no,817,yes,no,cellular,18,123,1,-1,0,unknown,no
44,self-employed,married,secondary,no,6553,no,no,unknown,16,195,2,-1,0,unknown,no
41,management,married,tertiary,no,1387,yes,no,cellular,18,154,2,-1,0,unknown,no
46,blue-collar,married,primary,no,-339,yes,yes,cellular,11,182,2,-1,0,unknown,no
87,retired,married,primary,no,230,no,no,cellular,30,144,1,-1,0,unknown,yes
51,technician,married,secondary,no,-379,yes,no,cellular,5,261,1,-1,0,unknown,no
49,housemaid,divorced,secondary,no,267,no,no,telephone,9,23,5,-1,0,unknown,no
46,blue-collar,married,primary,no,333,yes,no,cellular,31,284,4,-1,0,unknown,no
41,management,married,tertiary,no,3769,yes,no,cellular,26,94,1,-1,0,unknown,no
34,self-employed,single,tertiary,no,6,no,no,cellular,20,501,2,-1,0,unknown,no
73,retired,married,unknown,no,519,no,no,telephone,16,434,1,57,1,failure,yes
32,unemployed,married,primary,no,9894,yes,no,unknown,26,118,4,-1,0,unknown,no
31,management,single,tertiary,no,0,yes,no,cellular,30,97,2,87,2,other,no
31,management,married,tertiary,no,7,yes,no,unknown,23,191,1,-1,0,unknown,no
55,retired,married,secondary,no,466,no,no,unknown,17,287,4,-1,0,unknown,no
39,admin.,married,secondary,no,1388,yes,no,cellular,15,150,5,-1,0,unknown,no
38,admin.,married,unknown,no,4583,yes,no,cellular,17,191,2,-1,0,unknown,no
35,technician,married,secondary,no,700,yes,no,unknown,23,240,2,-1,0,unknown,no
53,blue-collar,married,secondary,no,314,yes,no,unknown,28,184,2,-1,0,unknown,no
30,technician,single,secondary,no,8,no,no,cellular,19,28,17,-1,0,unknown,no
33,blue-collar,married,secondary,no,0,yes,no,unknown,21,521,3,-1,0,unknown,yes
36,blue-collar,married,primary,no,448,yes,no,unknown,5,286,1,-1,0,unknown,no
53,services,married,tertiary,no,-3,no,no,cellular,8,133,2,-1,0,unknown,no
26,management,married,tertiary,no,877,yes,no,cellular,22,611,1,-1,0,unknown,no
53,management,married,tertiary,no,602,yes,no,cellular,24,58,2,-1,0,unknown,no
46,technician,married,secondary,no,250,no,no,cellular,6,84,2,-1,0,unknown,no
45,management,divorced,tertiary,no,854,no,yes,cellular,8,730,1,-1,0,unknown,yes
50,blue-collar,married,primary,no,8000,yes,no,cellular,20,221,10,-1,0,unknown,no
45,admin.,divorced,secondary,no,0,no,no,cellular,29,264,1,-1,0,unknown,yes
67,retired,married,secondary,no,2048,no,no,cellular,16,452,5,195,4,other,yes
50,housemaid,married,primary,no,4,no,no,unknown,16,51,1,-1,0,unknown,no
31,admin.,single,tertiary,no,383,no,yes,cellular,6,119,1,214,1,failure,no
34,management,single,tertiary,no,3,no,no,cellular,5,16,5,-1,0,unknown,no
37,technician,divorced,secondary,yes,0,no,yes,cellular,19,134,1,-1,0,unknown,no
71,retired,married,tertiary,no,653,no,no,telephone,26,367,1,-1,0,unknown,yes
63,retired,married,secondary,no,1486,no,no,cellular,14,698,5,316,3,other,no
48,management,married,tertiary,no,-10,no,no,cellular,4,144,1,-1,0,unknown,no
50,management,married,secondary,no,0,yes,no,unknown,14,94,4,-1,0,unknown,no
27,management,single,tertiary,no,587,no,no,cellular,4,101,3,-1,0,unknown,no
41,blue-collar,married,secondary,no,-68,yes,no,unknown,14,429,2,-1,0,unknown,no
45,blue-collar,married,primary,no,528,yes,no,cellular,14,16,7,-1,0,unknown,no
45,management,divorced,tertiary,no,-901,yes,no,unknown,26,86,3,-1,0,unknown,no
32,technician,single,secondary,no,5600,yes,no,cellular,21,77,1,-1,0,unknown,no
54,admin.,married,secondary,no,602,no,no,cellular,3,143,2,-1,0,unknown,yes
34,management,single,tertiary,no,8038,yes,no,cellular,20,29,3,152,1,failure,no
40,admin.,married,secondary,no,2100,yes,yes,unknown,7,164,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,557,yes,yes,unknown,27,185,1,-1,0,unknown,no
30,technician,single,secondary,no,194,no,yes,cellular,27,60,3,-1,0,unknown,no
37,services,divorced,secondary,no,239,yes,no,unknown,23,140,2,-1,0,unknown,no
36,admin.,married,secondary,no,75,yes,no,unknown,4,52,4,-1,0,unknown,no
45,blue-collar,married,secondary,no,22928,no,no,unknown,6,113,1,-1,0,unknown,no
44,unemployed,married,secondary,no,2756,no,no,cellular,30,57,4,-1,0,unknown,no
32,management,married,tertiary,no,1086,no,no,cellular,11,379,3,-1,0,unknown,no
54,management,married,secondary,no,2203,yes,no,telephone,18,151,1,-1,0,unknown,no
